symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
DEEPAKFERT,INE501A01019,2025-12-03,NSE,EQ,EQ,buy,false,2.000000,1303.400024,201109015,1100000009156985,2025-12-03T09:38:56
DEEPAKFERT,INE501A01019,2025-12-03,NSE,EQ,EQ,buy,false,2.000000,1303.500000,201109016,1100000009156985,2025-12-03T09:38:56
GOLDCASE,INF0R8F01042,2025-12-10,NSE,EQ,EQ,buy,false,1.000000,20.219999,203378267,1100000030069233,2025-12-10T11:10:56
GOLDCASE,INF0R8F01042,2025-12-10,NSE,EQ,EQ,buy,false,330.000000,20.219999,203378269,1100000030069233,2025-12-10T11:10:56
GOLDCASE,INF0R8F01042,2025-12-10,NSE,EQ,EQ,buy,false,54.000000,20.219999,203378268,1100000030069233,2025-12-10T11:10:56
SILVERCASE,INF0R8F01091,2025-12-10,NSE,EQ,EQ,buy,false,329.000000,18.709999,602847694,1300000026013925,2025-12-10T11:10:56
LTFOODS,INE818H01020,2025-12-29,NSE,EQ,EQ,buy,false,1.000000,400.600006,400377714,1200000003205487,2025-12-29T09:21:15
LTFOODS,INE818H01020,2025-12-29,NSE,EQ,EQ,buy,false,7.000000,400.649994,400377715,1200000003205487,2025-12-29T09:21:15
TIMETECHNO,INE508G01029,2025-12-29,NSE,EQ,EQ,buy,false,11.000000,183.759995,600593826,1300000003647649,2025-12-29T09:21:15
MPHASIS,INE356A01018,2025-12-29,NSE,EQ,EQ,buy,false,1.000000,2855.100098,400377716,1200000003205531,2025-12-29T09:21:15
SHARDACROP,INE221J01015,2025-12-29,NSE,EQ,EQ,buy,false,2.000000,853.599976,600593825,1300000003647625,2025-12-29T09:21:15
